"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"7585",2013,11,13,2010,2000,10,2255,2315,-20,"VX",415,"N630VA","JFK","LAX",315,2475,20,0,2013-11-13 20:00:00
"7586",2013,11,13,2014,2019,-5,2247,2345,-58,"UA",1224,"N76265","EWR","LAX",315,2454,20,19,2013-11-13 20:00:00
"7587",2013,11,13,2020,2005,15,2128,2130,-2,"MQ",3604,"N514MQ","EWR","ORD",105,719,20,5,2013-11-13 20:00:00
"7588",2013,11,13,2024,2015,9,2251,2354,-63,"DL",427,"N188DN","JFK","LAX",311,2475,20,15,2013-11-13 20:00:00
"7589",2013,11,13,2025,2025,0,2308,2340,-32,"UA",314,"N598UA","JFK","LAX",308,2475,20,25,2013-11-13 20:00:00
"7590",2013,11,13,2117,2040,37,2358,2359,-1,"B6",523,"N637JB","JFK","LAX",305,2475,20,40,2013-11-13 20:00:00
"7591",2013,11,13,2150,2140,10,29,40,-11,"AA",185,"N323AA","JFK","LAX",314,2475,21,40,2013-11-13 21:00:00
"7592",2013,11,13,2151,2152,-1,2308,2342,-34,"EV",4672,"N13989","EWR","STL",121,872,21,52,2013-11-13 21:00:00
"7593",2013,11,14,549,600,-11,702,736,-34,"UA",219,"N839UA","LGA","ORD",113,733,6,0,2013-11-14 06:00:00
"7594",2013,11,14,555,600,-5,723,730,-7,"AA",301,"N555AA","LGA","ORD",121,733,6,0,2013-11-14 06:00:00
"7595",2013,11,14,559,600,-1,725,737,-12,"UA",681,"N852UA","EWR","ORD",114,719,6,0,2013-11-14 06:00:00
"7596",2013,11,14,626,630,-4,749,805,-16,"AA",303,"N4WJAA","LGA","ORD",119,733,6,30,2013-11-14 06:00:00
"7597",2013,11,14,636,630,6,810,806,4,"B6",905,"N273JB","JFK","ORD",125,740,6,30,2013-11-14 06:00:00
"7598",2013,11,14,637,639,-2,957,1002,-5,"UA",398,"N596UA","JFK","LAX",332,2475,6,39,2013-11-14 06:00:00
"7599",2013,11,14,639,645,-6,819,840,-21,"EV",4099,"N16954","EWR","STL",130,872,6,45,2013-11-14 06:00:00
"7600",2013,11,14,646,639,7,940,955,-15,"UA",1439,"N37263","EWR","LAX",330,2454,6,39,2013-11-14 06:00:00
"7601",2013,11,14,648,700,-12,811,836,-25,"UA",331,"N810UA","LGA","ORD",118,733,7,0,2013-11-14 07:00:00
"7602",2013,11,14,650,700,-10,945,1015,-30,"B6",23,"N796JB","JFK","LAX",324,2475,7,0,2013-11-14 07:00:00
"7603",2013,11,14,655,700,-5,1036,1023,13,"DL",472,"N182DN","JFK","LAX",347,2475,7,0,2013-11-14 07:00:00
"7604",2013,11,14,655,700,-5,1010,1015,-5,"VX",399,"N627VA","JFK","LAX",328,2475,7,0,2013-11-14 07:00:00
"7605",2013,11,14,657,700,-3,816,836,-20,"UA",1177,"N33292","EWR","ORD",115,719,7,0,2013-11-14 07:00:00
"7606",2013,11,14,700,705,-5,825,850,-25,"WN",1352,"N914WN","EWR","STL",126,872,7,5,2013-11-14 07:00:00
"7607",2013,11,14,705,710,-5,832,845,-13,"AA",305,"N553AA","LGA","ORD",116,733,7,10,2013-11-14 07:00:00
"7608",2013,11,14,707,715,-8,841,905,-24,"WN",2606,"N700GS","LGA","STL",127,888,7,15,2013-11-14 07:00:00
"7609",2013,11,14,721,730,-9,1013,1042,-29,"UA",785,"N576UA","EWR","LAX",326,2454,7,30,2013-11-14 07:00:00
"7610",2013,11,14,739,740,-1,900,900,0,"MQ",3759,"N510MQ","EWR","ORD",112,719,7,40,2013-11-14 07:00:00
"7611",2013,11,14,749,751,-2,918,928,-10,"UA",279,"N413UA","EWR","ORD",118,719,7,51,2013-11-14 07:00:00
"7612",2013,11,14,750,800,-10,905,936,-31,"UA",711,"N448UA","LGA","ORD",117,733,8,0,2013-11-14 08:00:00
"7613",2013,11,14,755,759,-4,916,934,-18,"AA",307,"N595AA","LGA","ORD",116,733,7,59,2013-11-14 07:00:00
"7614",2013,11,14,801,800,1,1100,1100,0,"AA",33,"N327AA","JFK","LAX",321,2475,8,0,2013-11-14 08:00:00
"7615",2013,11,14,824,830,-6,1001,1013,-12,"9E",2926,"N922XJ","JFK","ORD",122,740,8,30,2013-11-14 08:00:00
"7616",2013,11,14,838,843,-5,1015,1033,-18,"EV",4109,"N14204","EWR","STL",130,872,8,43,2013-11-14 08:00:00
"7617",2013,11,14,855,900,-5,1152,1215,-23,"DL",422,"N707TW","JFK","LAX",327,2475,9,0,2013-11-14 09:00:00
"7618",2013,11,14,857,900,-3,1013,1034,-21,"UA",1030,"N57857","EWR","ORD",115,719,9,0,2013-11-14 09:00:00
"7619",2013,11,14,858,857,1,1155,1210,-15,"UA",997,"N585UA","EWR","LAX",326,2454,8,57,2013-11-14 08:00:00
"7620",2013,11,14,900,900,0,1022,1035,-13,"UA",235,"N566UA","LGA","ORD",116,733,9,0,2013-11-14 09:00:00
"7621",2013,11,14,900,830,30,1152,1152,0,"UA",443,"N512UA","JFK","LAX",325,2475,8,30,2013-11-14 08:00:00
"7622",2013,11,14,900,905,-5,1158,1220,-22,"VX",161,"N851VA","EWR","LAX",334,2454,9,5,2013-11-14 09:00:00
"7623",2013,11,14,903,910,-7,1045,1055,-10,"AA",313,"N4YNAA","LGA","ORD",126,733,9,10,2013-11-14 09:00:00
"7624",2013,11,14,907,910,-3,1154,1220,-26,"AA",1,"N338AA","JFK","LAX",325,2475,9,10,2013-11-14 09:00:00
"7625",2013,11,14,920,915,5,1216,1230,-14,"VX",407,"N838VA","JFK","LAX",325,2475,9,15,2013-11-14 09:00:00
"7626",2013,11,14,921,921,0,1237,1235,2,"B6",223,"N804JB","JFK","LAX",325,2475,9,21,2013-11-14 09:00:00
"7627",2013,11,14,934,940,-6,1100,1120,-20,"AA",317,"N466AA","LGA","ORD",114,733,9,40,2013-11-14 09:00:00
"7628",2013,11,14,950,950,0,1256,1310,-14,"UA",1735,"N24706","EWR","LAX",340,2454,9,50,2013-11-14 09:00:00
"7629",2013,11,14,953,959,-6,1128,1144,-16,"AA",1030,"N4WAAA","LGA","STL",126,888,9,59,2013-11-14 09:00:00
"7630",2013,11,14,957,1000,-3,1116,1136,-20,"UA",673,"N415UA","LGA","ORD",112,733,10,0,2013-11-14 10:00:00
"7631",2013,11,14,1010,1015,-5,1121,1130,-9,"MQ",3611,"N505MQ","EWR","ORD",113,719,10,15,2013-11-14 10:00:00
"7632",2013,11,14,1022,1029,-7,1153,1214,-21,"AA",325,"N482AA","LGA","ORD",121,733,10,29,2013-11-14 10:00:00
"7633",2013,11,14,1024,1030,-6,1303,1325,-22,"AA",19,"N328AA","JFK","LAX",319,2475,10,30,2013-11-14 10:00:00
"7634",2013,11,14,1025,1010,15,1133,1146,-13,"UA",1622,"N32404","EWR","ORD",113,719,10,10,2013-11-14 10:00:00
"7635",2013,11,14,1054,1049,5,1226,1239,-13,"EV",4162,"N14977","EWR","STL",132,872,10,49,2013-11-14 10:00:00
"7636",2013,11,14,1057,1059,-2,1220,1230,-10,"UA",775,"N425UA","EWR","ORD",113,719,10,59,2013-11-14 10:00:00
"7637",2013,11,14,1109,1107,2,1353,1434,-41,"UA",563,"N813UA","EWR","LAX",325,2454,11,7,2013-11-14 11:00:00
"7638",2013,11,14,1116,1119,-3,1407,1432,-25,"UA",703,"N589UA","JFK","LAX",331,2475,11,19,2013-11-14 11:00:00
"7639",2013,11,14,1121,1125,-4,1245,1310,-25,"AA",327,"N3KVAA","LGA","ORD",119,733,11,25,2013-11-14 11:00:00
"7640",2013,11,14,1152,1200,-8,1309,1336,-27,"UA",255,"N828UA","LGA","ORD",113,733,12,0,2013-11-14 12:00:00
"7641",2013,11,14,1200,1200,0,1500,1455,5,"AA",3,"N329AA","JFK","LAX",331,2475,12,0,2013-11-14 12:00:00
"7642",2013,11,14,1202,1200,2,1520,1520,0,"DL",423,"N703TW","JFK","LAX",345,2475,12,0,2013-11-14 12:00:00
"7643",2013,11,14,1219,1230,-11,1355,1405,-10,"AA",329,"N499AA","LGA","ORD",120,733,12,30,2013-11-14 12:00:00
"7644",2013,11,14,1229,1151,38,1521,1459,22,"B6",323,"N709JB","JFK","LAX",331,2475,11,51,2013-11-14 11:00:00
"7645",2013,11,14,1250,1245,5,1422,1435,-13,"WN",1880,"N787SA","LGA","STL",135,888,12,45,2013-11-14 12:00:00
"7646",2013,11,14,1253,1300,-7,1555,1605,-10,"VX",165,"N639VA","EWR","LAX",341,2454,13,0,2013-11-14 13:00:00
"7647",2013,11,14,1253,1300,-7,1605,1610,-5,"VX",411,"N629VA","JFK","LAX",337,2475,13,0,2013-11-14 13:00:00
"7648",2013,11,14,1254,1300,-6,1411,1428,-17,"UA",1734,"N14120","EWR","ORD",113,719,13,0,2013-11-14 13:00:00
"7649",2013,11,14,1256,1300,-4,1410,1439,-29,"UA",1048,"N24729","LGA","ORD",116,733,13,0,2013-11-14 13:00:00
"7650",2013,11,14,1322,1329,-7,1441,1509,-28,"AA",331,"N540AA","LGA","ORD",114,733,13,29,2013-11-14 13:00:00
"7651",2013,11,14,1324,1325,-1,1633,1643,-10,"UA",1054,"N19130","EWR","LAX",341,2454,13,25,2013-11-14 13:00:00
"7652",2013,11,14,1341,1345,-4,1635,1650,-15,"AA",117,"N332AA","JFK","LAX",330,2475,13,45,2013-11-14 13:00:00
"7653",2013,11,14,1356,1359,-3,1514,1530,-16,"UA",643,"N803UA","EWR","ORD",114,719,13,59,2013-11-14 13:00:00
"7654",2013,11,14,1410,1415,-5,1534,1550,-16,"AA",1170,"N4XXAA","LGA","STL",131,888,14,15,2013-11-14 14:00:00
"7655",2013,11,14,1414,1420,-6,1540,1555,-15,"AA",337,"N483AA","LGA","ORD",116,733,14,20,2013-11-14 14:00:00
"7656",2013,11,14,1418,1415,3,1724,1736,-12,"UA",1493,"N17245","EWR","LAX",345,2454,14,15,2013-11-14 14:00:00
"7657",2013,11,14,1453,1455,-2,1745,1819,-34,"UA",841,"N502UA","JFK","LAX",324,2475,14,55,2013-11-14 14:00:00
"7658",2013,11,14,1459,1459,0,1759,1819,-20,"UA",1600,"N41140","EWR","LAX",334,2454,14,59,2013-11-14 14:00:00
"7659",2013,11,14,1510,1500,10,1631,1641,-10,"UA",1617,"N16217","LGA","ORD",116,733,15,0,2013-11-14 15:00:00
"7660",2013,11,14,1511,1517,-6,1643,1703,-20,"EV",4596,"N15572","EWR","STL",135,872,15,17,2013-11-14 15:00:00
"7661",2013,11,14,1517,1520,-3,1645,1705,-20,"AA",341,"N4YTAA","LGA","ORD",115,733,15,20,2013-11-14 15:00:00
"7662",2013,11,14,1524,1530,-6,1836,1845,-9,"AA",133,"N339AA","JFK","LAX",337,2475,15,30,2013-11-14 15:00:00
"7663",2013,11,14,1528,1530,-2,1835,1901,-26,"DL",417,"N190DN","JFK","LAX",335,2475,15,30,2013-11-14 15:00:00
"7664",2013,11,14,1547,1550,-3,1733,1745,-12,"9E",2927,"N917XJ","JFK","ORD",124,740,15,50,2013-11-14 15:00:00
"7665",2013,11,14,1554,1600,-6,1718,1747,-29,"B6",1105,"N184JB","JFK","ORD",123,740,16,0,2013-11-14 16:00:00
"7666",2013,11,14,1557,1600,-3,1734,1741,-7,"UA",1051,"N23721","LGA","ORD",115,733,16,0,2013-11-14 16:00:00
"7667",2013,11,14,1603,1605,-2,1735,1755,-20,"AA",343,"N4WPAA","LGA","ORD",119,733,16,5,2013-11-14 16:00:00
"7668",2013,11,14,1612,1559,13,1721,1732,-11,"UA",1572,"N73251","EWR","ORD",114,719,15,59,2013-11-14 15:00:00
"7669",2013,11,14,1640,1645,-5,2006,2014,-8,"DL",477,"N721TW","JFK","LAX",333,2475,16,45,2013-11-14 16:00:00
"7670",2013,11,14,1645,1655,-10,1810,1845,-35,"AA",2223,"N4WAAA","LGA","STL",125,888,16,55,2013-11-14 16:00:00
"7671",2013,11,14,1648,1645,3,2001,2000,1,"UA",1526,"N79521","EWR","LAX",339,2454,16,45,2013-11-14 16:00:00
"7672",2013,11,14,1654,1655,-1,1950,2015,-25,"VX",413,"N637VA","JFK","LAX",334,2475,16,55,2013-11-14 16:00:00
"7673",2013,11,14,1656,1700,-4,1839,1855,-16,"AA",199,"N3DWAA","JFK","ORD",124,740,17,0,2013-11-14 17:00:00
"7674",2013,11,14,1657,1700,-3,1838,1842,-4,"UA",689,"N812UA","LGA","ORD",116,733,17,0,2013-11-14 17:00:00
"7675",2013,11,14,1659,1635,24,2001,1952,9,"B6",423,"N632JB","JFK","LAX",337,2475,16,35,2013-11-14 16:00:00
"7676",2013,11,14,1700,1630,30,2007,1940,27,"AA",181,"N323AA","JFK","LAX",331,2475,16,30,2013-11-14 16:00:00
"7677",2013,11,14,1704,1650,14,1820,1824,-4,"UA",708,"N841UA","EWR","ORD",110,719,16,50,2013-11-14 16:00:00
"7678",2013,11,14,1717,1715,2,1846,1905,-19,"AA",345,"N424AA","LGA","ORD",114,733,17,15,2013-11-14 17:00:00
"7679",2013,11,14,1721,1725,-4,2039,2040,-1,"VX",169,"N621VA","EWR","LAX",343,2454,17,25,2013-11-14 17:00:00
"7680",2013,11,14,1733,1710,23,1912,1900,12,"EV",4202,"N12996","EWR","STL",130,872,17,10,2013-11-14 17:00:00
"7681",2013,11,14,1737,1725,12,1919,1915,4,"WN",3069,"N936WN","EWR","STL",133,872,17,25,2013-11-14 17:00:00
"7682",2013,11,14,1745,1523,142,1918,1657,141,"UA",399,"N811UA","EWR","ORD",116,719,15,23,2013-11-14 15:00:00
"7683",2013,11,14,1754,1759,-5,2053,2123,-30,"UA",535,"N598UA","JFK","LAX",336,2475,17,59,2013-11-14 17:00:00
"7684",2013,11,14,1759,1805,-6,1936,1950,-14,"AA",353,"N454AA","LGA","ORD",115,733,18,5,2013-11-14 18:00:00
"7685",2013,11,14,1800,1800,0,1917,1942,-25,"UA",691,"N421UA","LGA","ORD",112,733,18,0,2013-11-14 18:00:00
"7686",2013,11,14,1812,1815,-3,2123,2146,-23,"DL",426,"N183DN","JFK","LAX",342,2475,18,15,2013-11-14 18:00:00
"7687",2013,11,14,1815,1804,11,2132,2130,2,"UA",1165,"N27205","EWR","LAX",333,2454,18,4,2013-11-14 18:00:00
"7688",2013,11,14,1819,1805,14,2000,1950,10,"WN",195,"N700GS","LGA","STL",136,888,18,5,2013-11-14 18:00:00
"7689",2013,11,14,1822,1829,-7,2012,2004,8,"MQ",3134,"N510MQ","EWR","ORD",115,719,18,29,2013-11-14 18:00:00
"7690",2013,11,14,1830,1801,29,2005,1944,21,"UA",362,"N838UA","EWR","ORD",112,719,18,1,2013-11-14 18:00:00
"7691",2013,11,14,1846,1850,-4,2222,2200,22,"AA",119,"N3JDAA","EWR","LAX",330,2454,18,50,2013-11-14 18:00:00
"7692",2013,11,14,1851,1855,-4,2030,2035,-5,"AA",359,"N482AA","LGA","ORD",118,733,18,55,2013-11-14 18:00:00
"7693",2013,11,14,1856,1900,-4,2039,2056,-17,"9E",2928,"N925XJ","JFK","ORD",122,740,19,0,2013-11-14 19:00:00
"7694",2013,11,14,1857,1900,-3,2022,2035,-13,"UA",693,"N429UA","LGA","ORD",119,733,19,0,2013-11-14 19:00:00
"7695",2013,11,14,1903,1900,3,2039,2043,-4,"UA",654,"N430UA","EWR","ORD",106,719,19,0,2013-11-14 19:00:00
"7696",2013,11,14,1912,1910,2,2229,2215,14,"AA",21,"N336AA","JFK","LAX",347,2475,19,10,2013-11-14 19:00:00
"7697",2013,11,14,1936,1929,7,2315,2253,22,"UA",510,"N833UA","EWR","LAX",340,2454,19,29,2013-11-14 19:00:00
"7698",2013,11,14,1940,1940,0,2106,2120,-14,"AA",363,"N4XTAA","LGA","ORD",112,733,19,40,2013-11-14 19:00:00
"7699",2013,11,14,2004,2000,4,2312,2315,-3,"VX",415,"N638VA","JFK","LAX",345,2475,20,0,2013-11-14 20:00:00
"7700",2013,11,14,2014,2005,9,2144,2130,14,"MQ",3604,"N512MQ","EWR","ORD",112,719,20,5,2013-11-14 20:00:00
"7701",2013,11,14,2015,2015,0,2335,2354,-19,"DL",427,"N154DL","JFK","LAX",336,2475,20,15,2013-11-14 20:00:00
"7702",2013,11,14,2029,2019,10,14,2345,29,"UA",1224,"N37263","EWR","LAX",336,2454,20,19,2013-11-14 20:00:00
"7703",2013,11,14,2031,2025,6,2342,2340,2,"UA",314,"N518UA","JFK","LAX",342,2475,20,25,2013-11-14 20:00:00
"7704",2013,11,14,2035,2040,-5,2345,2359,-14,"B6",523,"N595JB","JFK","LAX",340,2475,20,40,2013-11-14 20:00:00
"7705",2013,11,14,2040,2045,-5,2153,2225,-32,"AA",371,"N527AA","LGA","ORD",113,733,20,45,2013-11-14 20:00:00
"7706",2013,11,14,2135,2140,-5,36,40,-4,"AA",185,"N327AA","JFK","LAX",334,2475,21,40,2013-11-14 21:00:00
"7707",2013,11,14,2156,2000,116,2311,2136,95,"UA",1498,"N76522","LGA","ORD",113,733,20,0,2013-11-14 20:00:00
"7708",2013,11,14,2202,2152,10,2339,2342,-3,"EV",4672,"N41104","EWR","STL",140,872,21,52,2013-11-14 21:00:00
"7709",2013,11,15,547,600,-13,719,736,-17,"UA",359,"N815UA","LGA","ORD",122,733,6,0,2013-11-15 06:00:00
"7710",2013,11,15,551,600,-9,723,737,-14,"UA",219,"N819UA","EWR","ORD",120,719,6,0,2013-11-15 06:00:00
"7711",2013,11,15,551,600,-9,728,730,-2,"AA",301,"N491AA","LGA","ORD",123,733,6,0,2013-11-15 06:00:00
"7712",2013,11,15,624,630,-6,747,806,-19,"B6",905,"N355JB","JFK","ORD",121,740,6,30,2013-11-15 06:00:00
"7713",2013,11,15,630,630,0,751,805,-14,"AA",303,"N503AA","LGA","ORD",122,733,6,30,2013-11-15 06:00:00
"7714",2013,11,15,633,639,-6,945,1002,-17,"UA",398,"N589UA","JFK","LAX",345,2475,6,39,2013-11-15 06:00:00
"7715",2013,11,15,639,645,-6,821,840,-19,"EV",4099,"N29917","EWR","STL",139,872,6,45,2013-11-15 06:00:00
"7716",2013,11,15,652,700,-8,804,835,-31,"UA",635,"N404UA","EWR","ORD",115,719,7,0,2013-11-15 07:00:00
"7717",2013,11,15,655,700,-5,1021,1017,4,"DL",472,"N709TW","JFK","LAX",346,2475,7,0,2013-11-15 07:00:00
"7718",2013,11,15,656,700,-4,1008,1015,-7,"B6",23,"N827JB","JFK","LAX",348,2475,7,0,2013-11-15 07:00:00
"7719",2013,11,15,657,700,-3,815,836,-21,"UA",331,"N820UA","LGA","ORD",118,733,7,0,2013-11-15 07:00:00
"7720",2013,11,15,657,700,-3,1015,1015,0,"VX",399,"N838VA","JFK","LAX",351,2475,7,0,2013-11-15 07:00:00
"7721",2013,11,15,701,705,-4,846,850,-4,"WN",1352,"N364SW","EWR","STL",139,872,7,5,2013-11-15 07:00:00
"7722",2013,11,15,711,710,1,831,845,-14,"AA",305,"N466AA","LGA","ORD",119,733,7,10,2013-11-15 07:00:00
"7723",2013,11,15,713,715,-2,853,905,-12,"WN",2606,"N421LV","LGA","STL",138,888,7,15,2013-11-15 07:00:00
"7724",2013,11,15,724,729,-5,1021,1041,-20,"UA",785,"N534UA","EWR","LAX",337,2454,7,29,2013-11-15 07:00:00
"7725",2013,11,15,744,740,4,915,900,15,"MQ",3759,"N531MQ","EWR","ORD",115,719,7,40,2013-11-15 07:00:00
"7726",2013,11,15,745,751,-6,908,928,-20,"UA",279,"N466UA","EWR","ORD",119,719,7,51,2013-11-15 07:00:00
"7727",2013,11,15,758,800,-2,1100,1100,0,"AA",33,"N335AA","JFK","LAX",333,2475,8,0,2013-11-15 08:00:00
"7728",2013,11,15,758,759,-1,931,934,-3,"AA",307,"N470AA","LGA","ORD",122,733,7,59,2013-11-15 07:00:00
"7729",2013,11,15,800,800,0,923,936,-13,"UA",711,"N493UA","LGA","ORD",121,733,8,0,2013-11-15 08:00:00
"7730",2013,11,15,826,830,-4,1011,1013,-2,"9E",2926,"N293PQ","JFK","ORD",120,740,8,30,2013-11-15 08:00:00
"7731",2013,11,15,827,830,-3,1141,1152,-11,"UA",443,"N510UA","JFK","LAX",342,2475,8,30,2013-11-15 08:00:00
"7732",2013,11,15,837,843,-6,1025,1033,-8,"EV",4109,"N16919","EWR","STL",139,872,8,43,2013-11-15 08:00:00
"7733",2013,11,15,849,857,-8,1157,1210,-13,"UA",997,"N524UA","EWR","LAX",340,2454,8,57,2013-11-15 08:00:00
"7734",2013,11,15,850,900,-10,1015,1035,-20,"UA",681,"N556UA","LGA","ORD",119,733,9,0,2013-11-15 09:00:00
"7735",2013,11,15,856,900,-4,1020,1034,-14,"UA",1030,"N77867","EWR","ORD",115,719,9,0,2013-11-15 09:00:00
"7736",2013,11,15,856,900,-4,1223,1215,8,"DL",422,"N721TW","JFK","LAX",346,2475,9,0,2013-11-15 09:00:00
"7737",2013,11,15,902,905,-3,1228,1220,8,"VX",161,"N848VA","EWR","LAX",351,2454,9,5,2013-11-15 09:00:00
"7738",2013,11,15,903,910,-7,1031,1055,-24,"AA",313,"N4XXAA","LGA","ORD",118,733,9,10,2013-11-15 09:00:00
"7739",2013,11,15,905,910,-5,1214,1220,-6,"AA",1,"N338AA","JFK","LAX",336,2475,9,10,2013-11-15 09:00:00
"7740",2013,11,15,916,921,-5,1232,1235,-3,"B6",223,"N793JB","JFK","LAX",345,2475,9,21,2013-11-15 09:00:00
"7741",2013,11,15,921,915,6,1250,1230,20,"VX",407,"N621VA","JFK","LAX",351,2475,9,15,2013-11-15 09:00:00
"7742",2013,11,15,932,940,-8,1050,1120,-30,"AA",317,"N4XJAA","LGA","ORD",116,733,9,40,2013-11-15 09:00:00
"7743",2013,11,15,944,945,-1,1240,1305,-25,"UA",1735,"N12125","EWR","LAX",330,2454,9,45,2013-11-15 09:00:00
"7744",2013,11,15,947,959,-12,1130,1144,-14,"AA",1030,"N4YNAA","LGA","STL",138,888,9,59,2013-11-15 09:00:00
"7745",2013,11,15,949,1000,-11,1114,1136,-22,"UA",673,"N471UA","LGA","ORD",116,733,10,0,2013-11-15 10:00:00
"7746",2013,11,15,1008,1010,-2,1116,1146,-30,"UA",1622,"N37408","EWR","ORD",111,719,10,10,2013-11-15 10:00:00
"7747",2013,11,15,1019,1029,-10,1139,1214,-35,"AA",325,"N520AA","LGA","ORD",117,733,10,29,2013-11-15 10:00:00
"7748",2013,11,15,1026,1030,-4,1321,1325,-4,"AA",19,"N336AA","JFK","LAX",341,2475,10,30,2013-11-15 10:00:00
"7749",2013,11,15,1046,1049,-3,1231,1239,-8,"EV",4162,"N13994","EWR","STL",144,872,10,49,2013-11-15 10:00:00
"7750",2013,11,15,1050,1015,35,1207,1130,37,"MQ",3611,"N532MQ","EWR","ORD",114,719,10,15,2013-11-15 10:00:00
"7751",2013,11,15,1055,1107,-12,1353,1434,-41,"UA",563,"N828UA","EWR","LAX",336,2454,11,7,2013-11-15 11:00:00
"7752",2013,11,15,1057,1100,-3,1218,1231,-13,"UA",223,"N845UA","EWR","ORD",119,719,11,0,2013-11-15 11:00:00
"7753",2013,11,15,1113,1125,-12,1242,1310,-28,"AA",327,"N3FYAA","LGA","ORD",115,733,11,25,2013-11-15 11:00:00
"7754",2013,11,15,1115,1119,-4,1411,1432,-21,"UA",703,"N595UA","JFK","LAX",335,2475,11,19,2013-11-15 11:00:00
"7755",2013,11,15,1150,1151,-1,1502,1459,3,"B6",323,"N715JB","JFK","LAX",348,2475,11,51,2013-11-15 11:00:00
"7756",2013,11,15,1154,1200,-6,1501,1455,6,"AA",3,"N324AA","JFK","LAX",337,2475,12,0,2013-11-15 12:00:00
"7757",2013,11,15,1156,1200,-4,1321,1336,-15,"UA",255,"N844UA","LGA","ORD",120,733,12,0,2013-11-15 12:00:00
"7758",2013,11,15,1157,1200,-3,1511,1520,-9,"DL",423,"N707TW","JFK","LAX",345,2475,12,0,2013-11-15 12:00:00
"7759",2013,11,15,1224,1230,-6,1354,1405,-11,"AA",329,"N4XYAA","LGA","ORD",119,733,12,30,2013-11-15 12:00:00
"7760",2013,11,15,1244,1245,-1,1421,1435,-14,"WN",1880,"N277WN","LGA","STL",141,888,12,45,2013-11-15 12:00:00
"7761",2013,11,15,1256,1300,-4,1410,1439,-29,"UA",1543,"N29717","LGA","ORD",117,733,13,0,2013-11-15 13:00:00
"7762",2013,11,15,1256,1300,-4,1610,1605,5,"VX",165,"N842VA","EWR","LAX",350,2454,13,0,2013-11-15 13:00:00
"7763",2013,11,15,1258,1300,-2,1418,1428,-10,"UA",1734,"N14107","EWR","ORD",119,719,13,0,2013-11-15 13:00:00
"7764",2013,11,15,1258,1300,-2,1627,1610,17,"VX",411,"N642VA","JFK","LAX",356,2475,13,0,2013-11-15 13:00:00
"7765",2013,11,15,1318,1325,-7,1628,1643,-15,"UA",1054,"N67134","EWR","LAX",343,2454,13,25,2013-11-15 13:00:00
"7766",2013,11,15,1319,1329,-10,1500,1509,-9,"AA",331,"N550AA","LGA","ORD",121,733,13,29,2013-11-15 13:00:00
"7767",2013,11,15,1347,1345,2,1647,1650,-3,"AA",117,"N319AA","JFK","LAX",339,2475,13,45,2013-11-15 13:00:00
"7768",2013,11,15,1410,1415,-5,1537,1550,-13,"AA",1170,"N508AA","LGA","STL",133,888,14,15,2013-11-15 14:00:00
"7769",2013,11,15,1414,1420,-6,1531,1555,-24,"AA",337,"N499AA","LGA","ORD",118,733,14,20,2013-11-15 14:00:00
"7770",2013,11,15,1416,1415,1,1730,1736,-6,"UA",1493,"N12216","EWR","LAX",353,2454,14,15,2013-11-15 14:00:00
"7771",2013,11,15,1442,1359,43,1553,1530,23,"UA",643,"N841UA","EWR","ORD",112,719,13,59,2013-11-15 13:00:00
"7772",2013,11,15,1451,1455,-4,1814,1819,-5,"UA",841,"N512UA","JFK","LAX",351,2475,14,55,2013-11-15 14:00:00
"7773",2013,11,15,1457,1459,-2,1755,1819,-24,"UA",1600,"N14118","EWR","LAX",339,2454,14,59,2013-11-15 14:00:00
"7774",2013,11,15,1500,1508,-8,1641,1648,-7,"UA",685,"N476UA","LGA","ORD",118,733,15,8,2013-11-15 15:00:00
"7775",2013,11,15,1511,1517,-6,1651,1703,-12,"EV",4596,"N17984","EWR","STL",139,872,15,17,2013-11-15 15:00:00
"7776",2013,11,15,1516,1520,-4,1704,1705,-1,"AA",341,"N4XSAA","LGA","ORD",124,733,15,20,2013-11-15 15:00:00
"7777",2013,11,15,1518,1523,-5,1634,1657,-23,"UA",399,"N809UA","EWR","ORD",111,719,15,23,2013-11-15 15:00:00
"7778",2013,11,15,1524,1530,-6,1857,1901,-4,"DL",417,"N196DN","JFK","LAX",355,2475,15,30,2013-11-15 15:00:00
"7779",2013,11,15,1527,1530,-3,1845,1845,0,"AA",133,"N329AA","JFK","LAX",347,2475,15,30,2013-11-15 15:00:00
"7780",2013,11,15,1542,1550,-8,1726,1745,-19,"9E",2927,"N925XJ","JFK","ORD",124,740,15,50,2013-11-15 15:00:00
"7781",2013,11,15,1556,1559,-3,1710,1732,-22,"UA",1564,"N76514","EWR","ORD",113,719,15,59,2013-11-15 15:00:00
"7782",2013,11,15,1556,1559,-3,1732,1746,-14,"B6",1105,"N334JB","JFK","ORD",132,740,15,59,2013-11-15 15:00:00
"7783",2013,11,15,1558,1600,-2,1732,1741,-9,"UA",1051,"N16732","LGA","ORD",121,733,16,0,2013-11-15 16:00:00
"7784",2013,11,15,1559,1605,-6,1738,1755,-17,"AA",343,"N4YGAA","LGA","ORD",117,733,16,5,2013-11-15 16:00:00
"7785",2013,11,15,1627,1630,-3,2006,1940,26,"AA",181,"N327AA","JFK","LAX",358,2475,16,30,2013-11-15 16:00:00
