"lat","long","depth","mag","place","time","status","tsunami","sig","felt","nst","rms","type"
61.4265,-149.9374,32.3,2.2,"10km S of Big Lake, Alaska",1543673094291,"automatic",0,74,NA,NA,0.5,"earthquake"
61.3663,-150.0248,38.6,2.1,"17km NNW of Anchorage, Alaska",1543672978225,"automatic",0,68,NA,NA,0.42,"earthquake"
61.4229,-149.9934,49.6,2.2,"11km S of Big Lake, Alaska",1543672896372,"automatic",0,74,NA,NA,0.88,"earthquake"
61.3729,-150.0797,35.4,1.7,"17km SSW of Big Lake, Alaska",1543672731016,"automatic",0,44,NA,NA,0.45,"earthquake"
61.5465,-149.9487,39.8,2.4,"2km N of Big Lake, Alaska",1543672628094,"automatic",0,89,NA,NA,1.06,"earthquake"
61.3935,-150.0891,28.6,3.9,"18km SSW of Big Lake, Alaska",1543672370113,"reviewed",0,236,8,NA,0.9,"earthquake"
61.5174,-149.9329,48.6,1.9,"1km ESE of Big Lake, Alaska",1543672179858,"automatic",0,56,NA,NA,0.32,"earthquake"
40.3821667,-111.6753333,7.02,0.26,"5km ENE of Pleasant Grove, Utah",1543672064800,"reviewed",0,1,NA,8,0.09,"earthquake"
61.3532,-150.1003,21.8,3.1,"18km NW of Anchorage, Alaska",1543671958121,"automatic",0,148,NA,NA,0.92,"earthquake"
57.6264,-155.1975,19.2,2,"73km W of Larsen Bay, Alaska",1543671906319,"automatic",0,62,NA,NA,0.82,"earthquake"
61.4778,-149.8919,38.1,1.5,"5km SE of Big Lake, Alaska",1543671421086,"automatic",0,35,NA,NA,0.34,"earthquake"
61.3385,-149.7812,52.8,1.8,"14km NNE of Anchorage, Alaska",1543671268200,"automatic",0,50,NA,NA,0.28,"earthquake"
61.403,-149.9169,35.4,1.8,"13km S of Big Lake, Alaska",1543671063124,"automatic",0,50,NA,NA,0.58,"earthquake"
61.3661,-150.0726,15.7,1.8,"18km NNW of Anchorage, Alaska",1543671013659,"automatic",0,50,NA,NA,0.58,"earthquake"
61.504,-149.9304,38.6,1.9,"2km SSE of Big Lake, Alaska",1543670936791,"automatic",0,56,NA,NA,0.6,"earthquake"
61.3823,-150.0801,43.6,1.7,"16km SSW of Big Lake, Alaska",1543670897019,"automatic",0,44,NA,NA,0.61,"earthquake"
61.5072,-149.893,36.7,1.7,"3km ESE of Big Lake, Alaska",1543670846019,"automatic",0,44,NA,NA,0.53,"earthquake"
-7.403,128.7097,140.61,6.3,"293km WNW of Saumlaki, Indonesia",1543670841510,"reviewed",1,631,44,NA,1.15,"earthquake"
61.3752,-150.0981,31,2.3,"18km SSW of Big Lake, Alaska",1543670744912,"automatic",0,81,NA,NA,0.76,"earthquake"
61.4707,-149.9134,38.9,1.6,"6km SSE of Big Lake, Alaska",1543670611105,"automatic",0,39,NA,NA,0.67,"earthquake"
61.2447,-150.0773,39.4,2.1,"9km WNW of Anchorage, Alaska",1543670550773,"automatic",0,68,NA,NA,0.74,"earthquake"
61.6499,-146.5005,0.9,2.4,"58km N of Valdez, Alaska",1543670421364,"automatic",0,89,NA,NA,0.63,"earthquake"
61.514,-150.1391,32.9,3.1,"9km W of Big Lake, Alaska",1543670399262,"automatic",0,148,NA,NA,0.65,"earthquake"
52.1211667,-176.293,1.57,1.14,"36km NE of Adak, Alaska",1543670393310,"reviewed",0,20,NA,5,0.21,"earthquake"
61.3593,-150.093,32.6,2.9,"18km NNW of Anchorage, Alaska",1543670380325,"automatic",0,129,NA,NA,0.6,"earthquake"
61.4598,-150.012,43.4,1.4,"7km SSW of Big Lake, Alaska",1543670264483,"automatic",0,30,NA,NA,0.8,"earthquake"
19.0543,-67.0931,4,3.07,"61km N of Isabela, Puerto Rico",1543670072680,"reviewed",0,145,NA,15,0.59,"earthquake"
38.8373337,-122.7806702,1.19,1.17,"5km WNW of Cobb, CA",1543670055660,"automatic",0,21,NA,10,0.03,"earthquake"
61.3523,-150.0087,44,2.5,"16km NNW of Anchorage, Alaska",1543669968717,"automatic",0,96,NA,NA,0.67,"earthquake"
61.3649,-149.988,38.5,1.9,"17km NNW of Anchorage, Alaska",1543669915949,"automatic",0,56,NA,NA,0.45,"earthquake"
61.4511,-149.9603,30.8,2,"7km S of Big Lake, Alaska",1543669861885,"automatic",0,62,NA,NA,0.77,"earthquake"
61.4273,-150.072,34.2,1.7,"12km SSW of Big Lake, Alaska",1543669771798,"automatic",0,44,NA,NA,0.73,"earthquake"
61.3828,-149.9929,43.1,2.2,"15km S of Big Lake, Alaska",1543669718271,"automatic",0,74,NA,NA,0.95,"earthquake"
61.4754,-149.9831,44.8,1.7,"5km SSW of Big Lake, Alaska",1543669692199,"automatic",0,44,NA,NA,0.48,"earthquake"
61.4505,-149.9328,31.5,2.9,"7km S of Big Lake, Alaska",1543669529070,"automatic",0,129,NA,NA,0.65,"earthquake"
61.4767,-149.9856,34.5,2.5,"5km SSW of Big Lake, Alaska",1543669468447,"automatic",0,96,NA,NA,0.68,"earthquake"
36.8347,-116.2659,5,-0.3,"44km E of Beatty, Nevada",1543669370867,"reviewed",0,0,NA,15,0.123,"earthquake"
61.413,-150.0607,33.8,2,"13km SSW of Big Lake, Alaska",1543669358799,"automatic",0,62,NA,NA,0.85,"earthquake"
61.3967,-150.0795,34.3,2.6,"15km SSW of Big Lake, Alaska",1543669228726,"automatic",0,104,NA,NA,0.81,"earthquake"
61.3803,-149.8051,34,2.4,"16km SSW of Knik-Fairview, Alaska",1543669149754,"automatic",0,89,NA,NA,0.58,"earthquake"
61.4225,-149.8815,32.1,1.9,"11km SSE of Big Lake, Alaska",1543669094940,"automatic",0,56,NA,NA,0.64,"earthquake"
35.9268333,-89.934,12,1.48,"1km W of Blytheville, Arkansas",1543668972300,"reviewed",0,34,NA,11,0.05,"earthquake"
61.4489,-149.9346,33.6,2.1,"8km S of Big Lake, Alaska",1543668953864,"automatic",0,68,NA,NA,0.83,"earthquake"
61.4313,-149.9023,30.8,1.7,"10km SSE of Big Lake, Alaska",1543668852692,"automatic",0,44,NA,NA,0.96,"earthquake"
59.1651,-153.4255,11.1,2.4,"106km SE of Old Iliamna, Alaska",1543668333257,"automatic",0,89,NA,NA,0.82,"earthquake"
36.866,-116.164,8,0,"53km E of Beatty, Nevada",1543668322598,"reviewed",0,0,NA,27,0.1799,"earthquake"
45.857,-111.3458333,2.22,1.59,"1km W of Manhattan, Montana",1543668312200,"reviewed",0,39,NA,16,0.23,"earthquake"
61.4677,-149.9027,29.5,4.5,"9km SSE of Big Lake, Alaska",1543668293636,"reviewed",1,327,32,NA,0.77,"earthquake"
19.0718,-66.938,44,2.89,"63km N of Isabela, Puerto Rico",1543668256990,"reviewed",0,128,NA,5,0.24,"earthquake"
61.3936,-150.081,34.2,1.8,"15km SSW of Big Lake, Alaska",1543668209540,"automatic",0,50,NA,NA,0.77,"earthquake"
-54.162,-2.1782,10,5.3,"Southern Mid-Atlantic Ridge",1543668135110,"reviewed",0,432,NA,NA,0.67,"earthquake"
61.4463,-150.091,47.4,1.7,"11km SW of Big Lake, Alaska",1543668056311,"automatic",0,44,NA,NA,0.65,"earthquake"
61.4453,-149.9903,32.7,1.4,"8km SSW of Big Lake, Alaska",1543667992539,"automatic",0,30,NA,NA,0.43,"earthquake"
61.4397,-149.9824,34,2.2,"9km S of Big Lake, Alaska",1543667786744,"automatic",0,74,NA,NA,0.56,"earthquake"
19.232,-155.3828333,30.78,1.68,"10km ENE of Pahala, Hawaii",1543667720540,"reviewed",0,43,NA,32,0.12,"earthquake"
61.441,-149.9932,17.8,2.3,"9km SSW of Big Lake, Alaska",1543667661328,"automatic",0,81,NA,NA,0.95,"earthquake"
61.4694,-149.9345,36.4,2,"5km S of Big Lake, Alaska",1543667580388,"automatic",0,62,NA,NA,0.53,"earthquake"
61.4004,-150.0572,34.1,1.9,"14km SSW of Big Lake, Alaska",1543667364233,"automatic",0,56,NA,NA,0.66,"earthquake"
61.4135,-150.0634,34.2,2.1,"13km SSW of Big Lake, Alaska",1543667298256,"automatic",0,68,NA,NA,0.72,"earthquake"
61.4125,-150.1079,30.1,1.9,"14km SW of Big Lake, Alaska",1543667223939,"automatic",0,56,NA,NA,0.8,"earthquake"
61.3098,-150.0705,27.6,2.3,"13km NNW of Anchorage, Alaska",1543667080334,"automatic",0,81,NA,NA,0.71,"earthquake"
61.4539,-149.9182,49.2,2.5,"7km SSE of Big Lake, Alaska",1543666998542,"automatic",0,96,NA,NA,0.37,"earthquake"
61.4227,-150.1035,31.4,2.3,"13km SW of Big Lake, Alaska",1543666948607,"automatic",0,81,NA,NA,0.62,"earthquake"
61.5468,-149.964,33.8,1.7,"2km N of Big Lake, Alaska",1543666793308,"automatic",0,44,NA,NA,0.52,"earthquake"
38.5615,-112.2551667,0.34,1.95,"13km WSW of Monroe, Utah",1543666697900,"reviewed",0,58,NA,9,0.16,"earthquake"
61.3949,-150.0853,43,1.8,"15km SSW of Big Lake, Alaska",1543666694023,"automatic",0,50,NA,NA,0.99,"earthquake"
61.4,-150.1114,33.5,1.7,"15km SSW of Big Lake, Alaska",1543666618852,"automatic",0,44,NA,NA,0.33,"earthquake"
61.5159,-150.185,100.5,1.8,"12km W of Big Lake, Alaska",1543666496138,"automatic",0,50,NA,NA,1.27,"earthquake"
61.4271,-150.0107,17.9,2.5,"7km S of Big Lake, Alaska",1543666352275,"automatic",0,96,NA,NA,0.87,"earthquake"
36.6798333,-121.3111667,1.23,0.96,"12km S of Tres Pinos, CA",1543666189450,"reviewed",0,14,NA,16,0.07,"earthquake"
61.4049,-150.0935,20.2,2.7,"12km SW of Big Lake, Alaska",1543666113062,"automatic",0,112,NA,NA,0.94,"earthquake"
61.1699,-149.8426,36.2,2.4,"4km S of Big Lake, Alaska",1543666061070,"automatic",0,89,NA,NA,0.78,"earthquake"
61.3695,-150.0729,31.5,2.1,"18km SSW of Big Lake, Alaska",1543665970007,"automatic",0,68,NA,NA,0.55,"earthquake"
61.3457,-149.8698,40.8,1.6,"14km N of Anchorage, Alaska",1543665853933,"automatic",0,39,NA,NA,0.47,"earthquake"
61.4847,-149.9021,32.9,1.8,"4km SE of Big Lake, Alaska",1543665803673,"automatic",0,50,NA,NA,0.6,"earthquake"
61.4737,-149.9364,32.1,2.3,"5km S of Big Lake, Alaska",1543665674342,"automatic",0,81,NA,NA,0.88,"earthquake"
61.4452,-149.979,20.5,3.4,"6km SE of Big Lake, Alaska",1543665568360,"automatic",0,178,NA,NA,0.85,"earthquake"
61.3558,-150.0026,39.3,4.1,"16km NW of Anchorage, Alaska",1543665308775,"reviewed",0,280,27,NA,0.56,"earthquake"
61.3208,-150.0415,33.7,3,"15km NNW of Anchorage, Alaska",1543665224934,"automatic",0,138,NA,NA,0.89,"earthquake"
61.4513,-149.8896,30.8,1.4,"8km SSE of Big Lake, Alaska",1543664895154,"automatic",0,30,NA,NA,0.57,"earthquake"
61.3714,-150.0222,43.4,1.8,"17km SSW of Big Lake, Alaska",1543664736742,"automatic",0,50,NA,NA,0.7,"earthquake"
61.4636,-149.9957,44.3,1.8,"6km SSW of Big Lake, Alaska",1543664674764,"automatic",0,50,NA,NA,0.74,"earthquake"
61.4401,-150.0188,19.9,2.5,"9km S of Big Lake, Alaska",1543664573129,"automatic",0,96,NA,NA,0.89,"earthquake"
61.3623,-150.0855,19.9,2.5,"18km SSW of Big Lake, Alaska",1543664429100,"automatic",0,96,NA,NA,0.96,"earthquake"
61.3964,-150.0805,14,2,"15km SSW of Big Lake, Alaska",1543664234927,"automatic",0,62,NA,NA,1.02,"earthquake"
61.3808,-150.11,33.8,2.1,"17km SSW of Big Lake, Alaska",1543664063038,"automatic",0,68,NA,NA,0.32,"earthquake"
61.4945,-149.9393,23.8,2.2,"3km SSE of Big Lake, Alaska",1543664005160,"automatic",0,74,NA,NA,0.67,"earthquake"
52.0758333,-176.123,2.8,-0.65,"42km ENE of Adak, Alaska",1543663980080,"reviewed",0,0,NA,4,0.07,"earthquake"
61.3949,-150.1025,32.8,1.9,"16km SSW of Big Lake, Alaska",1543663961958,"automatic",0,56,NA,NA,0.69,"earthquake"
64.8792,-148.7165,21.7,1.1,"33km W of Ester, Alaska",1543663939280,"automatic",0,19,NA,NA,0.56,"earthquake"
61.4309,-150.0059,40.2,1.6,"10km SSW of Big Lake, Alaska",1543663901532,"automatic",0,39,NA,NA,0.47,"earthquake"
-17.6678,-72.9558,10,4.2,"118km SSW of Camana, Peru",1543663850170,"reviewed",0,271,NA,NA,1.17,"earthquake"
52.0645,-176.1201667,3.01,-0.9,"42km ENE of Adak, Alaska",1543663690750,"reviewed",0,0,NA,4,0.1,"earthquake"
61.4916,-149.9262,30.9,3.6,"4km SE of Big Lake, Alaska",1543663690503,"reviewed",0,199,NA,NA,0.95,"earthquake"
37.6461667,-119.0276667,-0.66,0,"4km WNW of Mammoth Lakes, CA",1543663597200,"reviewed",0,0,NA,10,0.03,"earthquake"
61.4598,-149.9533,35.3,2.2,"6km S of Big Lake, Alaska",1543663563097,"automatic",0,74,NA,NA,0.39,"earthquake"
37.6448333,-119.025,-0.58,0.02,"4km WNW of Mammoth Lakes, CA",1543663510710,"reviewed",0,0,NA,11,0.03,"earthquake"
61.5167,-149.9384,34.5,2,"1km ESE of Big Lake, Alaska",1543663382829,"automatic",0,62,NA,NA,0.86,"earthquake"
61.4689,-150.1653,43.4,2.1,"12km WSW of Big Lake, Alaska",1543663293239,"automatic",0,68,NA,NA,0.72,"earthquake"
37.4215,-117.0909,7.4,1.2,"34km SSE of Goldfield, Nevada",1543663198257,"reviewed",0,22,NA,13,0.2628,"earthquake"
61.3432,-150.0334,32.6,2.6,"18km SSW of Big Lake, Alaska",1543662895255,"automatic",0,104,NA,NA,0.88,"earthquake"
61.2966,-150.1298,0,2.5,"14km NNW of Anchorage, Alaska",1543662704444,"automatic",0,96,NA,NA,1.16,"earthquake"
61.4158,-149.922,33.9,2.5,"9km SSE of Big Lake, Alaska",1543662693324,"automatic",0,96,NA,NA,0.47,"earthquake"
33.4968333,-116.795,4.77,0.48,"9km NE of Aguanga, CA",1543662628880,"reviewed",0,4,NA,17,0.14,"earthquake"
61.4052,-150.1187,34,2.1,"15km SW of Big Lake, Alaska",1543662536070,"automatic",0,68,NA,NA,0.65,"earthquake"
36.6261667,-118.372,1.65,1.55,"25km SW of Independence, CA",1543662531090,"reviewed",0,37,NA,24,0.13,"earthquake"
61.4042,-150.1329,33.4,2.6,"14km SSW of Big Lake, Alaska",1543662437300,"automatic",0,104,NA,NA,0.9,"earthquake"
36.0043333,-117.7988333,1.32,1,"12km NE of Little Lake, CA",1543662393570,"reviewed",0,15,NA,20,0.14,"earthquake"
61.4278,-150.0747,33,2.3,"11km SSW of Big Lake, Alaska",1543662354827,"automatic",0,81,NA,NA,0.72,"earthquake"
61.4068,-150.0676,38.8,1.7,"14km SSW of Big Lake, Alaska",1543662215332,"automatic",0,44,NA,NA,0.96,"earthquake"
61.3648,-149.9322,20.9,1.7,"16km N of Anchorage, Alaska",1543662162265,"automatic",0,44,NA,NA,0.97,"earthquake"
61.3714,-150.08,37.2,2,"18km SSW of Big Lake, Alaska",1543662062976,"automatic",0,62,NA,NA,0.71,"earthquake"
61.4333,-149.9483,30,1.9,"9km S of Big Lake, Alaska",1543661984359,"automatic",0,56,NA,NA,0.69,"earthquake"
61.4577,-150.0287,30.9,1.9,"8km SSW of Big Lake, Alaska",1543661866430,"automatic",0,56,NA,NA,1.21,"earthquake"
37.4791667,-118.8441667,5.93,1.03,"17km WSW of Toms Place, CA",1543661740250,"reviewed",0,16,NA,28,0.04,"earthquake"
61.1002,-150.5799,17.2,2.5,"38km WSW of Anchorage, Alaska",1543661715585,"automatic",0,96,NA,NA,1.38,"earthquake"
61.4644,-149.9583,36.2,1.7,"6km S of Big Lake, Alaska",1543661687052,"automatic",0,44,NA,NA,0.84,"earthquake"
37.1571667,-121.559,3.66,1.1,"9km ENE of Morgan Hill, CA",1543661611240,"reviewed",0,19,NA,23,0.07,"earthquake"
52.079,-176.1346667,1.82,-0.17,"42km ENE of Adak, Alaska",1543661579020,"reviewed",0,0,NA,4,0.17,"earthquake"
61.3491,-150.0857,20.8,2.7,"17km NW of Anchorage, Alaska",1543661409010,"automatic",0,112,NA,NA,0.9,"earthquake"
52.0778333,-176.122,0.13,-0.62,"42km ENE of Adak, Alaska",1543661406860,"reviewed",0,0,NA,4,0.03,"earthquake"
61.3936,-150.0561,33.7,2,"15km SSW of Big Lake, Alaska",1543661281742,"automatic",0,62,NA,NA,0.77,"earthquake"
61.4689,-149.9681,19.9,2.5,"5km S of Big Lake, Alaska",1543661201468,"automatic",0,96,NA,NA,0.77,"earthquake"
61.3749,-150.0992,20,2.4,"18km SSW of Big Lake, Alaska",1543661074458,"automatic",0,89,NA,NA,0.83,"earthquake"
35.7856667,-120.103,10.54,1.66,"19km ENE of Cholame, CA",1543660992030,"reviewed",0,42,NA,32,0.1,"earthquake"
61.3597,-150.0635,32.9,2.7,"18km NNW of Anchorage, Alaska",1543660928024,"automatic",0,112,NA,NA,0.81,"earthquake"
61.3632,-149.9917,43.4,2.6,"16km NNW of Anchorage, Alaska",1543660913417,"automatic",0,104,NA,NA,1.08,"earthquake"
42.7019,-111.4952,5,2.5,"10km ENE of Soda Springs, Idaho",1543660805300,"reviewed",0,96,1,NA,0.19,"earthquake"
61.3658,-150.1462,21.3,2.6,"20km SSW of Big Lake, Alaska",1543660783714,"automatic",0,104,NA,NA,0.92,"earthquake"
61.3785,-150.1025,22,2.4,"17km SSW of Big Lake, Alaska",1543660750176,"automatic",0,89,NA,NA,0.94,"earthquake"
61.414,-150.0607,38.9,1.7,"13km SSW of Big Lake, Alaska",1543660586194,"automatic",0,44,NA,NA,0.52,"earthquake"
40.5407,-119.6274,0,1.7,"21km WSW of Gerlach-Empire, Nevada",1543660335386,"reviewed",0,44,NA,8,0.1566,"earthquake"
61.3821,-150.1181,35.4,2.3,"17km SSW of Big Lake, Alaska",1543660060300,"automatic",0,81,NA,NA,0.47,"earthquake"
61.4792,-149.9693,43,2,"4km S of Big Lake, Alaska",1543660037429,"automatic",0,62,NA,NA,1.06,"earthquake"
52.0718333,-176.1208333,0.16,-0.05,"42km ENE of Adak, Alaska",1543659901790,"reviewed",0,0,NA,4,0.06,"earthquake"
61.4031,-150.0492,33.7,2.8,"14km SSW of Big Lake, Alaska",1543659834028,"automatic",0,121,NA,NA,0.71,"earthquake"
61.4165,-150.0813,19.9,2.9,"13km SSW of Big Lake, Alaska",1543659794862,"automatic",0,129,NA,NA,0.9,"earthquake"
61.3867,-150.0929,35.4,2.2,"16km SSW of Big Lake, Alaska",1543659749424,"automatic",0,74,NA,NA,0.8,"earthquake"
61.375,-150.082,36.9,2.2,"17km SSW of Big Lake, Alaska",1543659695338,"automatic",0,74,NA,NA,0.38,"earthquake"
61.3671,-150.0635,27.4,3.4,"18km NW of Anchorage, Alaska",1543659510854,"reviewed",0,178,1,NA,0.82,"earthquake"
61.3866,-150.0767,33.5,2.2,"16km SSW of Big Lake, Alaska",1543659406421,"automatic",0,74,NA,NA,0.51,"earthquake"
61.56,-149.817,49.5,2,"7km S of Houston, Alaska",1543659343404,"automatic",0,62,NA,NA,0.51,"earthquake"
63.0722,-151.4376,0,3.3,"107km NW of Talkeetna, Alaska",1543659235398,"automatic",0,168,NA,NA,0.93,"earthquake"
61.2996,-150.1478,44.9,1.6,"16km NW of Anchorage, Alaska",1543659125698,"automatic",0,39,NA,NA,0.36,"earthquake"
37.6446667,-119.0248333,-0.66,0.38,"4km WNW of Mammoth Lakes, CA",1543659021040,"reviewed",0,2,NA,16,0.03,"earthquake"
61.4937,-149.9152,32.7,1.9,"3km SE of Big Lake, Alaska",1543658949955,"automatic",0,56,NA,NA,1.01,"earthquake"
61.4781,-149.8871,33.6,2.2,"6km SE of Big Lake, Alaska",1543658776179,"automatic",0,74,NA,NA,0.34,"earthquake"
61.3466,-150.0994,36.9,2.2,"17km NW of Anchorage, Alaska",1543658682758,"automatic",0,74,NA,NA,0.79,"earthquake"
61.4471,-150.0289,34.2,2.4,"9km SSW of Big Lake, Alaska",1543658633653,"automatic",0,89,NA,NA,0.73,"earthquake"
61.4232,-150.1221,34.4,2,"14km SW of Big Lake, Alaska",1543658612580,"automatic",0,62,NA,NA,0.69,"earthquake"
61.3702,-150.0014,35.3,1.8,"17km NNW of Anchorage, Alaska",1543658312140,"automatic",0,50,NA,NA,0.41,"earthquake"
61.4703,-150.0391,32.9,1.7,"7km SW of Big Lake, Alaska",1543658249904,"automatic",0,44,NA,NA,0.4,"earthquake"
38.8243332,-122.7959976,2.33,0.96,"6km NNW of The Geysers, CA",1543658176940,"automatic",0,14,NA,13,0.02,"earthquake"
61.4728,-150.0027,33.9,2.5,"5km SSW of Big Lake, Alaska",1543658121363,"automatic",0,96,NA,NA,0.73,"earthquake"
61.4671,-150.0791,16.2,2.6,"8km SW of Big Lake, Alaska",1543658040859,"automatic",0,104,NA,NA,0.74,"earthquake"
61.5023,-149.9767,40.5,2.6,"2km SSW of Big Lake, Alaska",1543658031875,"automatic",0,104,NA,NA,1.12,"earthquake"
61.4672,-149.9214,49.5,1.8,"6km SSE of Big Lake, Alaska",1543657976468,"automatic",0,50,NA,NA,0.41,"earthquake"
61.4097,-150.0178,32.5,1.5,"12km SSW of Big Lake, Alaska",1543657938101,"automatic",0,35,NA,NA,0.95,"earthquake"
61.4359,-150.0361,20.2,2.5,"10km SSW of Big Lake, Alaska",1543657747355,"automatic",0,96,NA,NA,0.92,"earthquake"
45.8541667,-111.3338333,6.01,0.69,"0km SSW of Manhattan, Montana",1543657713950,"reviewed",0,7,NA,5,0.08,"earthquake"
61.4704,-149.8625,33.5,1.6,"7km SE of Big Lake, Alaska",1543657679727,"automatic",0,39,NA,NA,0.52,"earthquake"
61.422,-150.0869,36.9,1.9,"13km SSW of Big Lake, Alaska",1543657641963,"automatic",0,56,NA,NA,0.7,"earthquake"
61.4038,-150.046,32.8,2.6,"13km SSW of Big Lake, Alaska",1543657533513,"automatic",0,104,NA,NA,0.6,"earthquake"
61.3737,-149.9945,39.7,2,"16km S of Big Lake, Alaska",1543657488212,"automatic",0,62,NA,NA,0.58,"earthquake"
61.4401,-149.8798,31,2.6,"9km SSE of Big Lake, Alaska",1543657369602,"automatic",0,104,NA,NA,0.88,"earthquake"
61.4363,-149.9577,23.5,2.5,"9km S of Big Lake, Alaska",1543657336793,"automatic",0,96,NA,NA,1.01,"earthquake"
60.7752,-146.1852,21.3,1.6,"34km NW of Cordova, Alaska",1543657150569,"automatic",0,39,NA,NA,0.4,"earthquake"
61.4673,-149.9543,40,1.7,"6km S of Big Lake, Alaska",1543657060716,"automatic",0,44,NA,NA,0.71,"earthquake"
35.8895,-115.761,1.4,2.5,"14km NW of Sandy Valley, Nevada",1543656937043,"reviewed",0,97,2,50,0.178,"earthquake"
35.669,-121.11,6.6,2.21,"8km ENE of San Simeon, CA",1543656367820,"reviewed",0,75,NA,56,0.07,"earthquake"
61.4004,-150.062,34.9,2.9,"14km SSW of Big Lake, Alaska",1543656335822,"automatic",0,129,NA,NA,0.8,"earthquake"
61.3419,-150.0555,56,2.1,"16km NNW of Anchorage, Alaska",1543656206880,"automatic",0,68,NA,NA,0.55,"earthquake"
61.3983,-150.0645,37.1,1.8,"14km SSW of Big Lake, Alaska",1543656195325,"automatic",0,50,NA,NA,0.46,"earthquake"
61.4017,-150.0475,34.2,2,"14km SSW of Big Lake, Alaska",1543656132104,"automatic",0,62,NA,NA,0.79,"earthquake"
52.0745,-176.1155,0.31,-0.71,"43km ENE of Adak, Alaska",1543656104690,"reviewed",0,0,NA,5,0.04,"earthquake"
61.3767,-150.0102,39.5,1.8,"16km S of Big Lake, Alaska",1543656069179,"automatic",0,50,NA,NA,0.79,"earthquake"
61.472,-150.0141,20.8,2.9,"6km SSW of Big Lake, Alaska",1543655901421,"automatic",0,129,NA,NA,0.84,"earthquake"
61.4315,-150.0382,39,2.3,"10km SSW of Big Lake, Alaska",1543655863371,"automatic",0,81,NA,NA,0.78,"earthquake"
61.4431,-149.9309,31.2,2.5,"8km S of Big Lake, Alaska",1543655716314,"automatic",0,96,NA,NA,0.71,"earthquake"
61.3843,-150.0104,30.7,3.7,"16km SSW of Big Lake, Alaska",1543655524140,"reviewed",0,214,10,NA,0.61,"earthquake"
61.372,-150.0123,30.4,1.9,"16km S of Big Lake, Alaska",1543655478230,"automatic",0,56,NA,NA,0.58,"earthquake"
61.4702,-149.9027,31.8,2.2,"6km SSE of Big Lake, Alaska",1543655363518,"automatic",0,74,NA,NA,0.97,"earthquake"
61.4484,-150.0828,33.9,1.9,"10km SW of Big Lake, Alaska",1543655329071,"automatic",0,56,NA,NA,0.75,"earthquake"
36.8799,-116.5571,4.9,0.1,"18km E of Beatty, Nevada",1543655242678,"reviewed",0,0,NA,15,0.1965,"earthquake"
61.354,-150.005,29.4,3.5,"16km NNW of Anchorage, Alaska",1543655067277,"reviewed",0,209,27,NA,0.83,"earthquake"
44.3131667,-115.5865,6.5,1.61,"42km ESE of Cascade, Idaho",1543654944830,"reviewed",0,40,NA,5,0.14,"earthquake"
61.4066,-150.1208,40.4,1.9,"15km SW of Big Lake, Alaska",1543654744726,"automatic",0,56,NA,NA,0.78,"earthquake"
18.294,-67.5913,66,2.33,"36km W of Rincon, Puerto Rico",1543654700370,"reviewed",0,84,NA,3,0.26,"earthquake"
61.4566,-149.9641,36.5,3.5,"5km SSW of Big Lake, Alaska",1543654555556,"reviewed",0,189,1,NA,0.99,"earthquake"
61.3492,-150.1298,19.9,2.9,"17km NNW of Anchorage, Alaska",1543654394089,"automatic",0,129,NA,NA,0.99,"earthquake"
36.7544,-116.2776,10,0.1,"46km ESE of Beatty, Nevada",1543654276507,"reviewed",0,0,NA,15,0.1458,"earthquake"
61.3999,-150.1009,30.5,2.3,"14km SSW of Big Lake, Alaska",1543654205918,"automatic",0,81,NA,NA,1.37,"earthquake"
61.4284,-150.0256,33.6,2.1,"11km SSW of Big Lake, Alaska",1543654138977,"automatic",0,68,NA,NA,0.72,"earthquake"
61.4094,-150.135,23.7,2.5,"15km SW of Big Lake, Alaska",1543654089420,"automatic",0,96,NA,NA,1.03,"earthquake"
61.3992,-149.8895,31.5,2.1,"14km SSE of Big Lake, Alaska",1543653964665,"automatic",0,68,NA,NA,0.63,"earthquake"
61.3562,-150.0343,31.9,2.5,"17km SSW of Big Lake, Alaska",1543653721589,"automatic",0,96,NA,NA,0.78,"earthquake"
61.4749,-149.9338,32.5,2.2,"5km SSE of Big Lake, Alaska",1543653605530,"automatic",0,74,NA,NA,0.54,"earthquake"
61.2685,-149.934,42.6,2.1,"5km NNW of Anchorage, Alaska",1543653513357,"automatic",0,68,NA,NA,0.31,"earthquake"
33.9271667,-116.7776667,18.51,0.99,"1km NE of Cabazon, CA",1543653487610,"reviewed",0,15,NA,25,0.19,"earthquake"
38.777832,-122.7243347,1.37,0.37,"3km E of The Geysers, CA",1543653427800,"automatic",0,2,NA,5,0.01,"earthquake"
61.488,-149.9504,42.4,2.1,"3km S of Big Lake, Alaska",1543653389042,"automatic",0,68,NA,NA,0.51,"earthquake"
61.876,-149.4974,0,3,"11km SSE of Big Lake, Alaska",1543653328143,"automatic",0,138,NA,NA,0.91,"earthquake"
36.1883,70.4385,111.95,4.7,"34km WNW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",1543653252240,"reviewed",0,340,NA,NA,1.35,"earthquake"
36.879,-116.5525,4.4,0.8,"18km E of Beatty, Nevada",1543653163677,"reviewed",0,10,NA,47,0.1744,"earthquake"
18.9138333,-155.5193333,35.24,2.01,"31km ESE of Hawaiian Ocean View, Hawaii",1543652679480,"reviewed",0,62,NA,30,0.11,"earthquake"
